,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
413,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,6 December 1963,Error,1965,0,7842+,177372,,Production completed 2007,Piper PA-32,,190.15068493150685,6,7842.0,1963.0
414,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,30 September 1964,30 March 1967,Error,0,3942,3097737,,Active service,Piper PA-31 Navajo,,429.3041095890411,6,3942.0,1964.0
415,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,"November 7, 1962",,Error,0,"2,142",1236607,,,Piper PA-30 Twin Comanche,Error,116.24657534246575,6,2142.0,1962.0
416,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,14 January 1960,[[1960 in aviation,Error,0,"32,778+",172948,,In production,Piper PA-28 Cherokee,[[United States dollar,852.813698630137,6,32778.0,1960.0
417,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,[[1967 in aviation,,Error,0,1010,15087570,,Out of production,Piper Aerostar,Error,236.63287671232877,5,1010.0,1967.0
419,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,January 1961,1961,Error,0,8,15914302,,,On Mark Marksman,Error,21.997260273972604,3,8.0,1961.0
420,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,"September 24, 1964",Error,Error,0,36,9470449,Error,Error,Mooney M22 Mustang,Error,26.983561643835618,3,36.0,1964.0
421,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,23 February 1968,Error,Error,0,59,9210359,Error,Error,Mooney M10 Cadet,"$11,310",21.052054794520547,4,59.0,1968.0
423,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States helicopters|Category:1960s United States civil utility aircraft|Category:1960s United States helicopters|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,27 February 1963,1967,Error,0,"4,700",8158510,,In service,MD Helicopters MD 500,,560.3753424657534,6,4700.0,1963.0
424,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,June [[1962 in aviation,,Error,0,at least 83,10194237,,,McCulloch J-2,Error,17.4,4,83.0,1962.0
426,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,13 December {{avyear,,Error,0,3,17359683,,,Jamieson J,Error,1.8684931506849316,2,3.0,1960.0
427,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,27 June 1969,,Error,0,1,1221336,,,Interceptor 400,,7.487671232876712,1,1.0,1969.0
428,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1950s United States helicopters|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1950s United States helicopters|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,2 October 1956,,Error,0,"2,800",3796758,,,Hughes TH-55 Osage,,61.04109589041096,6,2800.0,1956.0
429,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,April 1960,Error,,0,7,4142977,,,Helio Twin Courier,,18.71780821917808,3,7.0,1960.0
430,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,5 June {{avyear,,Error,0,20,17103161,,,Helio AU-24 Stallion,Error,35.99452054794521,3,20.0,1960.0
431,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,"July 11th, 1963 as [[BD-1]] prototype",1968,Error,0,"1,820",1752454,,,Grumman American AA-1,"US$6,495 in 1969",113.77534246575343,5,1820.0,1963.0
432,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,June 1964,1969,Error,0,8,14977168,,,Evangel 4500,"$70,500 in 1971",16.013698630136986,3,8.0,1964.0
434,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,July [[1966 in aviation,,Error,0,50,15953244,,,Dyke Delta,Error,34.05205479452055,3,50.0,1966.0
436,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,21 May 1966,,Error,0,ca. 45 by 1985,15812817,,,Davis DA-2,$2300 in 1971,10.95890410958904,3,45.0,1966.0
437,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,May [[1969 in aviation,,Error,0,4,14855158,,,Cook Challenger,Error,1.989041095890411,2,4.0,1969.0
439,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,"February 28, 1961",1962,Error,0,"2,993",933975,,Production completed,Cessna Skymaster,"$48,000(Cessna 337, 1965), $154,000 (Cessna T337P, 1980)",305.2219178082192,6,2993.0,1961.0
440,Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft|Category:1960s United States civil utility aircraft,"October 14, 1965",1968,Error,0,1916,3097796,Error,Error,Cessna 421,"$130,000 (421, 1968)",232.41643835616438,5,1916.0,1965.0
